adviser_id1,adviser_id2,filing_date,filing_year,has_flat_fee,flat_fee_value,product_count,contract_type,effective_fee_1M,effective_fee_5M,has_min_investment,min_investment_amount,is_negotiable,has_negotiable_threshold,negotiable_threshold_amount
100,250921,2016-09-16,2016,0,,2,AUM-Based Only,0.584163972596099,1.07857007969596,0,,1,1,10000.0
100,275313,2018-03-27,2018,1,,0,Flat Fee Only,0.885324445069114,0.7971769854460327,0,,0,0,
100,275314,2018-03-27,2018,1,,0,Flat Fee Only,0.8607320041750173,1.3300635269836296,0,,0,0,
100,31189,2011-01-12,2011,0,,1,AUM-Based Only,0.5206977053704243,0.4513960274900843,1,100000.0,1,0,
100,67608,2012-01-24,2012,0,,1,AUM-Based Only,1.4691369454228105,0.7276798747247286,1,100000.0,1,0,
100,90526,2013-01-30,2013,0,,1,AUM-Based Only,1.3710918254341802,1.016183515011044,1,100000.0,1,0,
10105,63116,2011-09-26,2011,0,,1,AUM-Based Only,1.3954780030466007,1.4922689712556334,0,,1,0,
10105,63116,2012-04-13,2012,0,,1,AUM-Based Only,0.8802227890868927,0.5808128491123199,0,,1,0,
10105,63116,2012-08-28,2012,0,,1,AUM-Based Only,0.921993844149212,1.2342607594225476,0,,1,0,
101080,52019,2013-06-20,2013,0,,3,AUM-Based Only,0.5286593961958242,1.3559095492827289,0,,1,0,
101080,52019,2013-11-11,2013,0,,3,AUM-Based Only,1.547091034148934,0.3751864656379382,0,,1,0,
101080,52019,2014-01-02,2014,0,,4,AUM-Based Only,1.3887575915055348,1.3129979452310263,1,10000.0,0,0,
101080,52019,2014-05-01,2014,0,,4,AUM-Based Only,1.1972174662731605,0.7022143297360126,0,,1,0,
101080,52019,2014-07-22,2014,0,,4,AUM-Based Only,1.2185759919838348,0.50230778292295,0,,1,0,
101080,52019,2014-11-03,2014,0,,4,AUM-Based Only,1.136051986383424,1.4214610598710933,0,,1,0,
101080,52019,2015-01-02,2015,0,,4,AUM-Based Only,1.2364460705003442,0.7643904734156831,1,3000.0,0,0,
101080,52019,2015-04-02,2015,0,,4,AUM-Based Only,1.098101515489034,1.212838332922054,0,,1,0,
101080,52019,2016-07-22,2016,0,,4,AUM-Based Only,0.7521519672727492,1.0828627921756004,0,,1,0,
101080,52019,2018-03-01,2018,0,,4,AUM-Based Only,1.8994408698449,1.0181921117291384,0,,1,0,
101080,52019,2018-07-23,2018,0,,4,AUM-Based Only,0.7473662742058024,1.312309944279158,0,,1,0,
101080,52019,2013-04-08,2013,0,,2,AUM-Based Only,1.388479290437515,1.4840600964140038,0,,1,0,
101080,52019,2013-04-17,2013,0,,2,AUM-Based Only,0.6718513075791281,0.3473474451078438,0,,1,0,
101080,94661,2013-11-11,2013,1,,0,Flat Fee Only,0.8606295852489834,0.9293982982066816,0,,0,0,
101080,94661,2014-01-02,2014,1,,0,Flat Fee Only,0.564377609901163,0.4162474612363379,0,,0,0,
101080,94661,2014-05-01,2014,1,,0,Flat Fee Only,1.667897043964414,1.1277943837737925,0,,0,0,
101080,94661,2016-07-22,2016,1,,0,Flat Fee Only,0.7815151911005456,1.1286523244096416,0,,0,0,
1027,1368,2007-06-08,2007,1,,0,Flat Fee Only,1.5232738606323837,1.1331367606422642,0,,0,0,
1027,50190,2011-03-31,2011,1,,0,Flat Fee Only,0.7624070340627487,1.1168542973317546,0,,0,0,
1027,77909,2012-03-30,2012,0,,1,AUM-Based Only,1.222815212423038,1.4405006550408126,0,,1,0,
1027,77914,2012-03-30,2012,0,,1,AUM-Based Only,1.6412324778848737,1.0446109465434896,0,,1,0,
1027,98734,2013-04-01,2013,0,,1,AUM-Based Only,1.0095433508070737,0.4972984764476622,0,,1,0,
1027,98734,2014-03-31,2014,0,,1,AUM-Based Only,1.095890119082899,1.1874391696829727,0,,1,0,
1027,98734,2014-10-31,2014,0,,1,AUM-Based Only,1.3596364782800905,1.273711454759201,0,,1,0,
1027,98734,2015-03-31,2015,0,,0,No Fee Info,1.2447023393129848,0.8400540432567958,0,,1,0,
1027,98734,2016-03-30,2016,0,,0,No Fee Info,1.3427791058840437,1.1257815633982813,0,,1,0,
102920,47203,2011-03-31,2011,0,,0,No Fee Info,1.467636379063917,1.1028478633160474,0,,1,0,
102920,47203,2012-03-30,2012,0,,1,AUM-Based Only,1.4826570764067526,0.601512772092587,0,,1,0,
102920,96327,2013-03-28,2013,0,,0,No Fee Info,1.0879052227835606,0.6468766637513124,1,100000.0,1,0,
102920,96327,2014-03-31,2014,0,,0,No Fee Info,1.984149988781924,1.4157409113582775,0,,1,0,
102920,96328,2013-03-28,2013,0,,1,AUM-Based Only,0.8008140855779813,0.5105575633183193,0,,1,0,
102920,96328,2014-03-31,2014,0,,1,AUM-Based Only,0.9905338435889204,0.5064253400886627,0,,1,0,
102920,96328,2014-09-18,2014,0,,0,No Fee Info,0.6152877183256867,0.9661677701342596,0,,1,0,
10299,223332,2018-06-22,2018,0,,3,AUM-Based Only,1.400107144911679,0.3438285147384812,0,,1,0,
10299,223332,2018-07-30,2018,0,,3,AUM-Based Only,0.8328665643032391,1.2496039644736272,0,,1,0,
10299,223332,2018-11-30,2018,0,,3,AUM-Based Only,0.6831354529930753,1.2528869126529447,0,,1,0,
10299,223332,2018-12-13,2018,0,,3,AUM-Based Only,1.4666738378324062,0.3154352938711798,0,,1,0,
10299,223332,2015-06-11,2015,0,,3,AUM-Based Only,0.6053202955089235,1.2845391185434436,0,,1,0,
10299,223332,2016-03-30,2016,0,,3,AUM-Based Only,1.9999202032951,1.1288485459340254,0,,1,0,
10299,223332,2017-03-30,2017,0,,3,AUM-Based Only,1.8996474652710509,0.7275976632600927,0,,1,0,
10299,223332,2017-04-26,2017,0,,3,AUM-Based Only,1.9942564833953844,0.4726515323980547,0,,1,0,
10299,223332,2017-06-13,2017,0,,3,AUM-Based Only,0.6058312754492003,1.2113233184492884,0,,1,0,
10299,223332,2017-08-29,2017,0,,3,AUM-Based Only,1.3983359579137975,1.182913152906149,0,,1,0,
10299,223332,2018-01-31,2018,0,,3,AUM-Based Only,1.8019348245223088,0.7314074848224696,0,,1,0,
10299,223332,2018-03-28,2018,0,,3,AUM-Based Only,0.8495477162559466,1.0405145874253416,0,,1,0,
10299,223332,2018-05-29,2018,0,,3,AUM-Based Only,1.7392341176449628,0.9162049506101226,0,,1,0,
10299,223333,2018-06-22,2018,0,,3,AUM-Based Only,0.5187262633375964,1.4456053347076827,0,,1,0,
10299,223333,2018-07-30,2018,0,,3,AUM-Based Only,0.5526964587628718,0.5296196576354525,0,,1,0,
10299,223333,2018-11-30,2018,0,,3,AUM-Based Only,1.4875692608649764,0.3330796039670331,0,,1,0,
10299,223333,2018-12-13,2018,0,,3,AUM-Based Only,1.934070566413823,1.1404130262414718,0,,1,0,
10299,223333,2015-06-11,2015,0,,3,AUM-Based Only,1.4868859268076386,1.2877467890033314,0,,1,0,
10299,223333,2016-03-30,2016,0,,3,AUM-Based Only,1.4889143287040287,0.7348228645259549,0,,1,0,
10299,223333,2017-03-30,2017,0,,3,AUM-Based Only,1.869928435670728,0.4858648253043746,0,,1,0,
10299,223333,2017-04-26,2017,0,,3,AUM-Based Only,1.3363009229970952,1.163602548203979,0,,1,0,
10299,223333,2017-06-13,2017,0,,3,AUM-Based Only,1.9299511308930324,0.8779021404811873,0,,1,0,
10299,223333,2017-08-29,2017,0,,3,AUM-Based Only,1.4411538253635436,1.3465412743556373,0,,1,0,
10299,223333,2018-01-31,2018,0,,3,AUM-Based Only,0.7539511695401935,0.9144630628177544,0,,1,0,
10299,223333,2018-03-28,2018,0,,3,AUM-Based Only,1.085024064096075,0.4232487970446995,0,,1,0,
10299,223333,2018-05-29,2018,0,,3,AUM-Based Only,1.0809695968399162,0.4681348793320059,0,,1,0,
10299,274805,2018-11-30,2018,0,,3,AUM-Based Only,1.8073288926188893,0.939427591326426,0,,1,0,
10299,274805,2018-12-13,2018,0,,3,AUM-Based Only,1.8035681614323709,1.0066952076882043,0,,1,0,
10299,274805,2017-03-30,2017,0,,3,AUM-Based Only,1.4159957867888906,0.4843721089413577,0,,1,0,
10299,274805,2017-04-26,2017,0,,3,AUM-Based Only,0.5482199463735039,0.6043762823585981,0,,1,0,
10299,274805,2017-06-13,2017,0,,3,AUM-Based Only,1.1130017151897191,1.4057804511700762,0,,1,0,
10299,274805,2017-08-29,2017,0,,3,AUM-Based Only,1.515875600688568,1.4813446566647597,0,,1,0,
10299,274805,2018-01-31,2018,0,,3,AUM-Based Only,1.131912426852811,0.5287435441128983,0,,1,0,
10299,274805,2018-03-28,2018,0,,3,AUM-Based Only,0.8382315888742422,1.3785985538016248,0,,1,0,
10299,274805,2018-05-29,2018,0,,3,AUM-Based Only,1.0776350791168168,1.0085677708719083,0,,1,0,
10299,274805,2018-06-22,2018,0,,3,AUM-Based Only,1.5204465204545778,0.4427617728250539,0,,1,0,
10299,274805,2018-07-30,2018,0,,3,AUM-Based Only,1.3882873729183476,0.5374736367696251,0,,1,0,
10299,45917,2013-10-24,2013,0,,3,AUM-Based Only,1.697850925063026,1.0980474622868994,0,,1,0,
10299,45917,2013-10-28,2013,0,,3,AUM-Based Only,1.3352168136181162,0.5263745382173651,0,,1,0,
10299,45917,2014-03-31,2014,0,,3,AUM-Based Only,1.7602819923920676,1.1054997681480432,0,,1,0,
10299,45917,2014-04-29,2014,0,,3,AUM-Based Only,1.2714238732537513,0.4043491010225683,0,,1,0,
10299,45917,2014-10-08,2014,0,,3,AUM-Based Only,1.8310336596069663,1.2713449613024548,0,,1,0,
10299,45917,2014-10-10,2014,0,,3,AUM-Based Only,1.0826751909824444,0.9790113994883338,0,,1,0,
10299,45917,2011-03-30,2011,0,,3,AUM-Based Only,1.5681178192032843,0.4826236577537774,0,,1,0,
10299,45917,2012-03-30,2012,0,,3,AUM-Based Only,1.4911794257006914,1.4313692362129662,0,,1,0,
10299,45917,2013-01-02,2013,0,,3,AUM-Based Only,0.9975323404175094,0.754784176808782,0,,1,0,
10299,45917,2013-02-11,2013,0,,3,AUM-Based Only,0.9403906857404754,0.5325533966614191,0,,1,0,
10299,45917,2013-03-01,2013,0,,3,AUM-Based Only,1.4694371308927796,1.2256374506063326,0,,1,0,
10299,45917,2013-04-01,2013,0,,3,AUM-Based Only,1.3146336479122185,1.058145697350383,0,,1,0,
10299,45917,2013-04-19,2013,0,,3,AUM-Based Only,1.4771757244550088,0.4396437748089288,0,,1,0,
10299,45917,2013-06-05,2013,0,,3,AUM-Based Only,1.4592093893239486,0.7519648099188609,0,,1,0,
10299,45917,2013-10-09,2013,0,,3,AUM-Based Only,1.6093931551970202,0.5966123780297774,0,,1,0,
10299,76725,2013-10-28,2013,0,,3,AUM-Based Only,0.9335711002716376,0.5931744872527309,0,,1,0,
10299,76725,2014-03-31,2014,0,,3,AUM-Based Only,1.0744368181320785,1.4108551029795275,0,,1,0,
10299,76725,2014-04-29,2014,0,,3,AUM-Based Only,0.998443894395787,0.6375614610437106,0,,1,0,
10299,76725,2014-10-08,2014,0,,3,AUM-Based Only,1.139079684668887,0.4286984905038441,0,,1,0,
10299,76725,2014-10-10,2014,0,,3,AUM-Based Only,1.7978433009317358,0.6687990534213742,0,,1,0,
10299,76725,2012-03-30,2012,0,,3,AUM-Based Only,1.2524923965183925,1.1975971383718165,0,,1,0,
10299,76725,2013-01-02,2013,0,,3,AUM-Based Only,0.5206083453528338,1.4859036957303051,0,,1,0,
10299,76725,2013-02-11,2013,0,,3,AUM-Based Only,1.92682482530114,1.4075962470208756,0,,1,0,
10299,76725,2013-03-01,2013,0,,3,AUM-Based Only,0.7417499431719128,1.2691159804447396,0,,1,0,
10299,76725,2013-04-01,2013,0,,3,AUM-Based Only,0.6115716931353381,0.7688614836219936,0,,1,0,
10299,76725,2013-04-19,2013,0,,3,AUM-Based Only,0.5156534939809923,0.8670097731067936,0,,1,0,
10299,76725,2013-06-05,2013,0,,3,AUM-Based Only,0.6459390354152281,0.8020727189101018,0,,1,0,
10299,76725,2013-10-09,2013,0,,3,AUM-Based Only,0.7886100013435812,0.3840684072381036,0,,1,0,
10299,76725,2013-10-24,2013,0,,3,AUM-Based Only,1.76481564033725,1.1552294674484698,0,,1,0,
10331,248697,2016-01-28,2016,1,7800.0,1,Both,1.409164580812514,0.4375045325418818,0,,1,0,
10331,255336,2016-03-30,2016,1,7800.0,1,Both,1.3615302119207904,0.8158413734933208,0,,1,0,
10331,46049,2011-03-30,2011,1,7800.0,1,Both,1.1650679702881854,0.8533015805466073,0,,1,0,
10331,78145,2012-04-02,2012,1,7800.0,1,Both,0.7652313799742712,1.493866240991279,0,,1,0,
10331,97385,2013-03-28,2013,1,7800.0,2,Both,0.6965165587259052,1.3436272309235455,0,,1,0,
10331,97385,2014-03-28,2014,1,7800.0,1,Both,0.7014121428055275,0.6428959478823237,0,,1,0,
10331,97385,2015-03-30,2015,1,7800.0,1,Both,0.7076525769265819,1.2488742075430328,0,,1,0,
103705,104017,2013-09-10,2013,1,,0,Flat Fee Only,1.2060781498019957,0.9718111502336576,0,,0,0,
103705,115800,2014-03-31,2014,1,,0,Flat Fee Only,1.2259805808771922,0.4249337020356568,0,,0,0,
103705,115800,2015-03-24,2015,1,,0,Flat Fee Only,1.9776168204072213,0.7592888880332749,0,,0,0,
103705,246567,2015-11-30,2015,1,,0,Flat Fee Only,1.101390912561145,0.4949145412904389,0,,0,0,
103705,253515,2016-03-25,2016,1,,0,Flat Fee Only,1.7103747562474574,0.7649146079402995,0,,0,0,
103705,253515,2017-01-24,2017,1,,0,Flat Fee Only,1.2504337495037845,1.1190816623417077,0,,0,0,
103705,253515,2018-01-31,2018,1,,0,Flat Fee Only,1.271048486511552,0.4408169720542894,0,,0,0,
103705,253515,2018-02-23,2018,1,,0,Flat Fee Only,1.5224852425823452,0.7205331058120203,0,,0,0,
103705,253516,2016-03-25,2016,1,,0,Flat Fee Only,1.5417092739980154,0.9982314892920264,0,,0,0,
103705,253516,2017-01-24,2017,1,,0,Flat Fee Only,0.8001115007117634,0.7402169895727285,0,,0,0,
103705,253516,2018-01-31,2018,1,,0,Flat Fee Only,1.3306310780771755,1.3004146656357736,0,,0,0,
103705,49552,2011-03-31,2011,1,,0,Flat Fee Only,1.7258364428295123,0.7955614876135442,0,,0,0,
103705,77473,2012-03-30,2012,1,,0,Flat Fee Only,1.6683012828106092,1.3515383666815732,0,,0,0,
103705,81061,2012-05-24,2012,1,,0,Flat Fee Only,1.4985759964787082,1.377563953242201,0,,0,0,
103705,81061,2013-04-01,2013,1,,0,Flat Fee Only,1.114986479912417,0.365737008510304,0,,0,0,
103727,111786,2014-03-18,2014,1,2.25,1,Both,1.95269348289554,0.4967919665429753,0,,0,0,
103727,123938,2014-10-29,2014,1,2.25,1,Both,1.2572952014895915,0.4905418272435505,0,,0,0,
103727,143489,2015-03-30,2015,1,2.25,1,Both,0.5991886318186326,1.4086933200293126,0,,0,0,
103727,255079,2016-03-30,2016,1,2.25,1,Both,0.6394334685396612,1.2396402628829275,0,,0,0,
103727,273251,2017-03-28,2017,1,2.25,1,Both,1.887025481122513,1.2341732483773125,0,,0,0,
103727,286689,2018-01-19,2018,1,2.25,1,Both,1.984279914903981,1.2601726634652346,0,,0,0,
103727,294747,2018-03-30,2018,1,2.25,1,Both,1.3694679950161932,0.3356829738106379,0,,0,0,
103727,297615,2018-05-08,2018,0,,0,No Fee Info,1.5840310311616606,1.3568016693800884,0,,0,0,
103727,302629,2018-10-24,2018,1,,0,Flat Fee Only,1.2835597353542996,0.4520706030653253,0,,0,0,
103727,57979,2011-06-22,2011,1,2.25,1,Both,1.8784398944907568,0.3196887405366244,0,,0,0,
103727,57979,2011-07-28,2011,1,2.25,1,Both,0.6339206699225013,0.7825862030641593,0,,0,0,
103727,57979,2012-03-30,2012,1,,0,Flat Fee Only,1.269047244369161,1.2125146400919085,0,,0,0,
103727,57979,2013-03-22,2013,1,2.25,1,Both,1.1607327609251148,0.6300944564310469,0,,0,0,
103747,41104,2017-03-16,2017,1,,0,Flat Fee Only,1.6324388213283805,0.5568494974107749,0,,0,0,
103747,41104,2017-08-10,2017,1,,0,Flat Fee Only,1.6160262279886133,0.7046428996009457,0,,0,0,
103747,41104,2017-11-14,2017,1,,0,Flat Fee Only,1.528789119801513,1.455163542637659,0,,0,0,
103747,41104,2018-03-21,2018,1,,0,Flat Fee Only,1.7136137915538203,0.6979105180653795,0,,0,0,
103747,41104,2011-03-28,2011,1,,0,Flat Fee Only,0.9534047667619856,0.8946008552792382,0,,0,0,
103747,41104,2011-09-09,2011,1,,0,Flat Fee Only,0.6446050396254379,0.5513119690561008,0,,0,0,
103747,41104,2012-09-05,2012,1,,0,Flat Fee Only,0.512164470356564,0.7626560911390285,0,,0,0,
103747,41104,2013-03-25,2013,1,,0,Flat Fee Only,1.6044401002727842,0.8221356456067308,0,,0,0,
103747,41104,2013-08-19,2013,1,,0,Flat Fee Only,1.8803966091543776,0.4013841182975499,0,,0,0,
103747,41104,2014-03-20,2014,1,,0,Flat Fee Only,0.9692097919579632,0.6242108440184425,0,,0,0,
103747,41104,2015-02-06,2015,1,,0,Flat Fee Only,1.452389784038172,1.4023232961950478,0,,0,0,
103747,41104,2016-03-10,2016,1,,0,Flat Fee Only,0.9330813997585268,0.6190615978813272,0,,0,0,
103747,41104,2016-06-13,2016,1,,0,Flat Fee Only,1.522871066597968,1.4433036634878391,0,,0,0,
1037,103874,2013-09-04,2013,1,0.075,4,Both,1.6774058048876714,0.9811561867856782,0,,0,0,
1037,105702,2013-10-31,2013,1,125.0,4,Both,1.8449417622095143,1.492703485962543,0,,1,0,
1037,109583,2014-02-14,2014,1,125.0,4,Both,1.3296538475910926,1.2169830856635788,0,,1,0,
1037,121150,2014-07-31,2014,1,125.0,4,Both,1.0584898597440833,0.6105390949827727,0,,1,0,
1037,226334,2015-07-10,2015,1,125.0,4,Both,0.5975711239819755,0.5260385739415524,0,,1,0,
1037,243934,2015-08-27,2015,1,125.0,4,Both,0.6980114655969104,1.494861109009213,0,,1,0,
1037,262723,2016-09-16,2016,1,125.0,2,Both,1.2368273291644716,0.655852212821437,0,,1,0,
1037,284148,2017-10-27,2017,1,125.0,4,Both,1.220704531865449,0.974836504731618,0,,1,0,
1037,284148,2018-09-28,2018,1,125.0,4,Both,1.0650100039078405,0.4640607473395768,0,,1,0,
1037,44784,2011-03-30,2011,1,125.0,4,Both,0.7560131966790404,0.8406130579854254,0,,1,0,
1037,68572,2012-02-07,2012,1,0.075,4,Both,0.6205927064845744,0.6820363275861818,0,,0,0,
1037,82483,2012-06-25,2012,1,125.0,4,Both,1.934010722069135,1.0286094532411478,0,,0,0,
1037,89923,2013-01-15,2013,1,125.0,4,Both,1.2020536096360488,0.437511470057378,0,,0,0,
1037,90061,2013-01-18,2013,1,0.075,4,Both,1.98807457716796,0.646725142515765,0,,0,0,
103846,100098,2013-05-06,2013,0,,1,AUM-Based Only,1.5060496526417455,1.1016856262557984,0,,1,0,
103846,100099,2013-05-06,2013,1,5000.0,1,Both,0.911880463337613,1.0927422689625577,0,,1,0,
103846,101647,2013-06-26,2013,0,,1,AUM-Based Only,0.8175136234507316,0.3198933475407907,0,,1,0,
103846,101648,2013-06-26,2013,1,1000.0,2,Both,1.6371122941182314,0.6879138014994794,0,,1,0,
103846,101649,2013-06-26,2013,1,5000.0,1,Both,1.39069703494235,0.3124501596917883,0,,1,0,
103846,105926,2013-11-07,2013,0,,1,AUM-Based Only,0.5153251346942522,1.489919997459897,0,,1,0,
103846,105927,2013-11-07,2013,1,250.0,1,Both,1.0356690026136777,0.5316475109939989,0,,1,0,
103846,105928,2013-11-07,2013,1,1000.0,2,Both,1.1299610982321615,0.7860537108358877,0,,1,0,
103846,106011,2013-11-11,2013,0,,1,AUM-Based Only,0.675306226073715,0.5497492942617599,0,,1,0,
103846,106012,2013-11-11,2013,1,250.0,1,Both,0.5096336201601956,1.4261809857986147,0,,1,0,
103846,106013,2013-11-11,2013,1,1000.0,2,Both,1.6629696628286872,0.4627558753332543,0,,1,0,
103846,116891,2014-03-31,2014,0,,1,AUM-Based Only,0.8853955098043326,0.644699565547161,0,,1,0,
103846,116892,2014-03-31,2014,1,300.0,1,Both,1.048911832378519,0.5313034020776539,0,,1,0,
103846,116893,2014-03-31,2014,1,1000.0,2,Both,1.117712326014887,1.2510837371912955,0,,1,0,
103846,117118,2014-04-02,2014,1,300.0,1,Both,1.4704624792443557,0.9150274266589804,0,,1,0,
103846,145842,2015-03-31,2015,1,200.0,2,Both,1.4867101360152106,0.3920742924304444,0,,1,0,
103846,145842,2016-02-01,2016,1,200.0,2,Both,1.527535589747395,0.410132716797042,0,,1,0,
103846,145843,2015-03-31,2015,0,,0,No Fee Info,0.9977553024524902,0.6777600649970815,0,,1,0,
103846,145843,2015-04-01,2015,0,,0,No Fee Info,1.2674840752542134,0.9685163656863448,0,,1,0,
103846,145844,2015-03-31,2015,0,,0,No Fee Info,1.5262912008474911,0.7785488418905543,0,,1,0,
103846,145930,2015-04-01,2015,1,1000.0,1,Both,1.636963212017723,1.2956620313275014,0,,1,0,
103846,145931,2015-04-01,2015,1,300.0,1,Both,1.4207001886502229,1.4917147770100363,0,,1,0,
103846,145931,2015-04-30,2015,0,,0,No Fee Info,1.3811131921747064,0.9338391211087728,0,,1,0,
103846,18148,2009-04-02,2009,1,,0,Flat Fee Only,1.2396967491180246,0.9003137130599643,0,,0,0,
103846,18149,2009-04-02,2009,1,,0,Flat Fee Only,0.9666443569046064,0.8234228331896687,0,,0,0,
103846,18150,2009-04-02,2009,1,,0,Flat Fee Only,1.142565861342726,0.8878997857547133,0,,0,0,
103846,20637,2009-08-24,2009,1,,0,Flat Fee Only,1.876940330302246,0.5753817282232043,0,,0,0,
103846,21270,2009-10-02,2009,1,,0,Flat Fee Only,0.5222698468015612,0.6376575206435136,0,,0,0,
103846,25428,2010-03-31,2010,1,,0,Flat Fee Only,1.913382129196073,0.4114605560465516,0,,0,0,
103846,25428,2011-03-28,2011,0,,1,AUM-Based Only,1.1191381450796465,0.3123554789551544,0,,1,0,
103846,25429,2010-03-31,2010,1,,0,Flat Fee Only,0.9989216100454644,1.4823327452116044,0,,0,0,
103846,256414,2016-03-30,2016,1,200.0,2,Both,0.5831662826451964,1.0122850186041017,0,,1,0,
103846,257510,2016-04-13,2016,1,200.0,2,Both,1.563143436578521,1.3142027170584056,0,,1,0,
103846,26518,2010-06-03,2010,1,,0,Flat Fee Only,1.9021590090939724,0.7843186568824007,0,,0,0,
103846,26518,2011-03-28,2011,1,250.0,4,Both,0.8819580610059694,1.0140636783348764,0,,1,0,
103846,26518,2012-03-26,2012,1,250.0,1,Both,0.9224869334613772,0.4109524643233478,0,,1,0,
103846,26519,2010-06-03,2010,1,,0,Flat Fee Only,1.906979702506956,1.3565900697225837,0,,0,0,
103846,26519,2011-03-28,2011,0,,2,AUM-Based Only,1.7588258608829648,1.4366565524121908,1,200.0,1,1,5000.0
103846,276000,2017-03-31,2017,1,10000.0,2,Both,1.3049991446107534,1.304559427743288,0,,1,0,
103846,28369,2010-10-05,2010,1,,0,Flat Fee Only,1.4750565117785652,1.466868100283298,0,,0,0,
103846,28369,2011-03-28,2011,1,1000.0,2,Both,1.2470380425162233,0.6678495638912714,0,,1,0,
103846,293618,2018-03-29,2018,1,200.0,2,Both,1.2572550087722036,1.3204590620088827,0,,1,0,
103846,55484,2011-05-17,2011,1,1000.0,2,Both,0.5138290973530641,0.3331216836139379,0,,1,0,
103846,55484,2012-03-26,2012,1,1000.0,2,Both,0.5059520661440589,0.8343505062919572,0,,1,0,
103846,55485,2011-05-17,2011,0,,1,AUM-Based Only,1.2791997596776137,1.054257051438038,0,,1,0,
103846,55485,2012-03-26,2012,0,,1,AUM-Based Only,1.1423032631019918,0.8821831394143536,0,,1,0,
103846,98622,2013-04-01,2013,0,,1,AUM-Based Only,0.6430519521341553,1.378025169087665,0,,1,0,
103846,98623,2013-04-01,2013,1,1000.0,2,Both,1.6868774606392765,0.8462382699761966,0,,1,0,
103846,98623,2013-04-02,2013,1,1000.0,1,Both,1.618679844927806,0.3595200509735837,0,,1,0,
103846,98624,2013-04-01,2013,1,250.0,1,Both,1.3018722063214487,1.1479943519245628,0,,1,0,
103846,99029,2013-04-04,2013,1,1000.0,2,Both,0.582265868621186,1.178159902683569,0,,1,0,
103857,22669,2010-01-11,2010,1,,0,Flat Fee Only,1.999623116616049,0.946040819044984,0,,0,0,
103857,278379,2017-05-11,2017,1,,0,Flat Fee Only,1.8900032961809727,1.0697067090473962,0,,0,0,
103857,278380,2017-05-11,2017,0,,0,No Fee Info,1.2399093872738198,0.490509350376819,0,,1,0,
103857,4402,2007-08-31,2007,1,,0,Flat Fee Only,0.945301948582518,0.6616592175889966,0,,0,0,
103857,4402,2008-01-10,2008,1,,0,Flat Fee Only,1.6005915027416044,1.331755405306957,0,,0,0,
103857,4402,2008-01-10,2008,1,,0,Flat Fee Only,0.7164888806622409,1.2116598679491766,0,,0,0,
103857,4403,2007-08-31,2007,1,,0,Flat Fee Only,0.9054751340534016,1.1193015994318325,0,,0,0,
103863,261124,2016-07-27,2016,0,,1,AUM-Based Only,1.7091680712662602,1.150289772922619,0,,1,0,
104068,46917,2018-06-04,2018,0,,1,AUM-Based Only,1.5605972713461012,1.0816102460395538,0,,1,0,
104068,46917,2011-03-31,2011,0,,0,No Fee Info,1.717285615787282,0.9935018426524928,0,,1,0,
104068,46917,2012-03-16,2012,0,,0,No Fee Info,1.3893488860387428,0.5224073540219019,0,,1,0,
104068,46917,2012-09-27,2012,0,,0,No Fee Info,0.532815987824492,0.431300689285039,0,,1,0,
104068,46917,2013-02-15,2013,0,,0,No Fee Info,1.0465617401065104,1.1125573829579274,0,,1,0,
104068,46917,2014-03-12,2014,0,,0,No Fee Info,1.4680808844479802,0.7302237631112236,1,3750.0,1,0,
